"customer_id";"customer_name";"gender";"birth_year";"registration_date";"email";"phone";"country";"city";"zip_code";"registration_channel";"loyalty_tier";"preferred_category";"avg_order_value_segment";"last_login_date";"total_orders";"total_spent"
1017;"User_1017";"Male";1981;"2022-04-18";"user1017@example.com";"15771594";"USA";"Sydney";"78357";"Web";"Bronze";"Clothing";"Medium";"2024-12-10";12;9606.39
1018;"User_1018";"Female";1982;"2020-01-16";"user1018@example.com";"14404055";"USA";"Chicago";"62814";"Social Media";"Platinum";"Clothing";"Medium";"2024-11-14";15;11063.23
1019;"User_1019";"Female";1971;"2022-09-19";"user1019@example.com";"19065205";"USA";"London";"90290";"Mobile App";"Platinum";"Books";"Medium";"2024-06-14";10;7053.45
1020;"User_1020";"Male";1985;"2022-12-04";"user1020@example.com";"13518782";"Canada";"New York";"58793";"Social Media";"Bronze";"Home";"Low";"2024-11-18";7;4723.06
1021;"User_1021";"Female";1993;"2023-09-06";"user1021@example.com";"19127856";"USA";"Chicago";"73848";"Web";"Bronze";"Clothing";"Low";"2024-10-07";6;2247.58
1022;"User_1022";"Male";2004;"2021-10-12";"user1022@example.com";"16186318";"USA";"Toronto";"91754";"Mobile App";"Silver";"Sports";"Low";"2024-12-18";9;8721.58
1023;"User_1023";"Female";1991;"2023-09-11";"user1023@example.com";"13453552";"Canada";"Los Angeles";"54189";"Web";"Bronze";"Sports";"Low";"2024-07-19";8;8614.23
1024;"User_1024";"Female";1980;"2020-05-27";"user1024@example.com";"18399062";"USA";"London";"64346";"Web";"Gold";"Clothing";"Low";"2024-12-29";9;4475.99
1025;"User_1025";"Female";1998;"2020-12-20";"user1025@example.com";"13169506";"USA";"Chicago";"11395";"Mobile App";"Silver";"Clothing";"Low";"2024-12-16";9;6886.3
1026;"User_1026";"Male";2004;"2023-06-13";"user1026@example.com";"17355172";"USA";"Chicago";"62119";"Social Media";"Silver";"Sports";"Low";"2024-12-30";7;7703.13
1027;"User_1027";"Female";1984;"2021-12-03";"user1027@example.com";"16704236";"Canada";"Sydney";"13961";"Web";"Bronze";"Clothing";"Low";"2024-12-04";10;5204.76
1028;"User_1028";"Female";2000;"2021-09-04";"user1028@example.com";"19085807";"USA";"London";"45382";"Social Media";"Silver";"Books";"Low";"2024-06-19";5;5012.61
1029;"User_1029";"Male";1985;"2020-04-14";"user1029@example.com";"13342537";"UK";"Toronto";"98790";"Mobile App";"Bronze";"Books";"Low";"2024-11-22";12;5449.17
1030;"User_1030";"Female";1979;"2021-01-30";"user1030@example.com";"17602161";"USA";"Chicago";"27928";"Web";"Bronze";"Books";"Low";"2024-10-09";8;5681.73
1031;"User_1031";"Male";2001;"2021-08-28";"user1031@example.com";"18734882";"USA";"New York";"22093";"Social Media";"Silver";"Electronics";"Low";"2024-11-01";3;2860.11
1032;"User_1032";"Female";1971;"2023-05-28";"user1032@example.com";"18709456";"UK";"Los Angeles";"90238";"Mobile App";"Bronze";"Books";"Medium";"2024-12-20";4;3410.58
1033;"User_1033";"Male";1993;"2022-04-30";"user1033@example.com";"16327331";"UK";"London";"55457";"Mobile App";"Silver";"Sports";"High";"2024-11-14";13;10115.36
1034;"User_1034";"Male";1992;"2021-03-17";"user1034@example.com";"13622526";"USA";"Chicago";"17986";"Mobile App";"Gold";"Electronics";"Low";"2024-12-23";11;7685.32
1035;"User_1035";"Male";1971;"2022-05-22";"user1035@example.com";"18325394";"UK";"Sydney";"36726";"Mobile App";"Bronze";"Sports";"Low";"2024-08-26";5;1826.01
1036;"User_1036";"Female";2000;"2021-10-28";"user1036@example.com";"15002158";"USA";"Sydney";"88196";"Social Media";"Bronze";"Sports";"Medium";"2024-03-27";3;3587.97
1037;"User_1037";"Male";1995;"2022-11-17";"user1037@example.com";"15715630";"Canada";"Los Angeles";"63585";"Web";"Bronze";"Clothing";"Low";"2024-08-06";7;3975.96
1038;"User_1038";"Female";1998;"2022-03-04";"user1038@example.com";"17412144";"USA";"London";"82570";"Web";"Bronze";"Home";"Low";"2024-12-28";6;5190.6
1039;"User_1039";"Male";1972;"2021-04-19";"user1039@example.com";"13684717";"USA";"London";"68400";"Social Media";"Silver";"Books";"Medium";"2024-11-14";11;8698.6
1040;"User_1040";"Male";1983;"2021-09-19";"user1040@example.com";"17955723";"USA";"London";"74619";"Social Media";"Silver";"Home";"Low";"2024-10-23";8;5500.59
1041;"User_1041";"Female";1994;"2023-08-21";"user1041@example.com";"14177413";"USA";"Toronto";"23580";"Web";"Gold";"Home";"Low";"2024-12-19";10;6577.35
1042;"User_1042";"Female";1970;"2023-11-29";"user1042@example.com";"16944026";"USA";"New York";"93016";"Web";"Silver";"Clothing";"Low";"2024-12-07";10;4167.56
1043;"User_1043";"Male";1972;"2021-05-16";"user1043@example.com";"14613747";"USA";"Sydney";"69225";"Mobile App";"Bronze";"Home";"Low";"2024-12-24";9;7555.32
1044;"User_1044";"Female";1995;"2020-12-13";"user1044@example.com";"14037171";"Australia";"London";"11204";"Web";"Bronze";"Books";"Low";"2024-09-11";5;1270.06
1045;"User_1045";"Female";1987;"2023-06-17";"user1045@example.com";"17234855";"USA";"Toronto";"34331";"Mobile App";"Bronze";"Electronics";"Low";"2024-10-17";9;7557.27
1046;"User_1046";"Female";1978;"2022-10-14";"user1046@example.com";"18613203";"USA";"London";"13583";"Web";"Bronze";"Sports";"Medium";"2024-08-02";8;6296.64
1047;"User_1047";"Male";1992;"2021-07-23";"user1047@example.com";"16234419";"Canada";"London";"91792";"Mobile App";"Bronze";"Books";"Low";"2024-12-08";7;4052.84
1048;"User_1048";"Male";1990;"2021-11-25";"user1048@example.com";"14203699";"USA";"Toronto";"54099";"Web";"Bronze";"Clothing";"Low";"2024-03-23";6;5637.73
1049;"User_1049";"Female";1970;"2023-09-22";"user1049@example.com";"18271560";"USA";"New York";"17539";"Mobile App";"Platinum";"Electronics";"Low";"2024-11-18";12;10093.16
1050;"User_1050";"Male";1990;"2020-01-26";"user1050@example.com";"14634133";"USA";"Los Angeles";"54379";"Mobile App";"Bronze";"Clothing";"Low";"2024-11-10";7;2202.4
1051;"User_1051";"Female";1996;"2023-12-03";"user1051@example.com";"16392689";"USA";"Sydney";"66292";"Mobile App";"Silver";"Books";"Low";"2024-10-22";2;642.21
1052;"User_1052";"Female";1975;"2023-01-05";"user1052@example.com";"16113423";"UK";"Chicago";"97846";"Web";"Bronze";"Sports";"Low";"2024-12-30";11;9367.77
1053;"User_1053";"Female";1997;"2020-08-04";"user1053@example.com";"16457007";"USA";"London";"18223";"Web";"Bronze";"Home";"Medium";"2023-10-04";3;1676.78
1054;"User_1054";"Female";1986;"2023-09-13";"user1054@example.com";"18849772";"USA";"New York";"85696";"Web";"Bronze";"Home";"Low";"2024-04-29";5;1853.3
1055;"User_1055";"Female";1972;"2022-04-16";"user1055@example.com";"14767497";"USA";"Sydney";"94894";"Mobile App";"Bronze";"Clothing";"Low";"2024-12-22";8;4533.96
1056;"User_1056";"Male";1981;"2022-02-12";"user1056@example.com";"18131118";"USA";"Chicago";"41339";"Mobile App";"Bronze";"Electronics";"Low";"2024-09-18";8;8981.13
1057;"User_1057";"Female";1981;"2022-11-12";"user1057@example.com";"18185862";"USA";"London";"74590";"Web";"Silver";"Sports";"High";"2024-09-15";10;4566.47
1058;"User_1058";"Male";1971;"2021-10-31";"user1058@example.com";"17771586";"Canada";"Chicago";"21522";"Mobile App";"Silver";"Clothing";"Low";"2024-06-17";12;8714.02
1059;"User_1059";"Male";1991;"2021-12-18";"user1059@example.com";"16506625";"Canada";"Toronto";"38014";"Mobile App";"Silver";"Sports";"Medium";"2024-07-15";14;11786.39
1060;"User_1060";"Female";1992;"2020-11-05";"user1060@example.com";"14948354";"UK";"Sydney";"54082";"Mobile App";"Gold";"Clothing";"Low";"2024-03-21";4;3118.68
1061;"User_1061";"Female";1999;"2021-08-21";"user1061@example.com";"17495591";"USA";"New York";"83834";"Web";"Gold";"Electronics";"Medium";"2024-12-29";10;4501.43
1062;"User_1062";"Female";1974;"2020-09-23";"user1062@example.com";"18147839";"USA";"New York";"62945";"Social Media";"Silver";"Books";"Low";"2024-05-11";13;12490.12
1063;"User_1063";"Female";1978;"2023-12-09";"user1063@example.com";"15723927";"Australia";"Sydney";"75737";"Social Media";"Bronze";"Home";"Low";"2024-11-26";10;8913.83
1064;"User_1064";"Male";1990;"2021-10-07";"user1064@example.com";"13517276";"USA";"Los Angeles";"83492";"Referral";"Platinum";"Sports";"Medium";"2024-12-02";10;7792.54
1065;"User_1065";"Male";1980;"2023-07-14";"user1065@example.com";"15245290";"Australia";"Los Angeles";"17385";"Web";"Gold";"Sports";"Low";"2024-12-07";10;9104.74
1066;"User_1066";"Female";1974;"2023-09-18";"user1066@example.com";"17427446";"UK";"Chicago";"74552";"Referral";"Silver";"Electronics";"Low";"2024-12-19";11;10043.93
1067;"User_1067";"Male";2004;"2022-10-19";"user1067@example.com";"13472522";"UK";"Toronto";"81543";"Web";"Silver";"Sports";"Low";"2024-01-26";10;7652.95
1068;"User_1068";"Male";1996;"2021-03-25";"user1068@example.com";"18614540";"USA";"Chicago";"44562";"Mobile App";"Bronze";"Books";"Low";"2024-12-29";10;10284.73
1069;"User_1069";"Male";1971;"2021-07-18";"user1069@example.com";"13402479";"USA";"London";"76944";"Mobile App";"Silver";"Books";"Low";"2024-04-06";11;7440.48
1070;"User_1070";"Male";1993;"2023-06-24";"user1070@example.com";"18332205";"Canada";"New York";"10916";"Mobile App";"Gold";"Electronics";"Low";"2024-12-14";7;7278.13
1071;"User_1071";"Male";2000;"2022-11-25";"user1071@example.com";"18169848";"Canada";"Chicago";"75226";"Mobile App";"Silver";"Clothing";"High";"2024-07-31";4;2676.81
1072;"User_1072";"Male";2002;"2023-11-25";"user1072@example.com";"18895326";"USA";"Chicago";"63583";"Web";"Silver";"Clothing";"Low";"2024-11-09";10;6399.47
1073;"User_1073";"Male";1999;"2020-01-28";"user1073@example.com";"16477421";"Canada";"Sydney";"83314";"Social Media";"Bronze";"Sports";"Medium";"2024-11-11";8;3988.92
1074;"User_1074";"Male";1997;"2020-08-07";"user1074@example.com";"19879939";"USA";"New York";"81882";"Mobile App";"Bronze";"Sports";"Medium";"2024-10-05";7;8342.44
1075;"User_1075";"Female";2000;"2021-02-09";"user1075@example.com";"17639945";"USA";"New York";"45934";"Referral";"Silver";"Electronics";"High";"2024-11-07";8;4569.73
1076;"User_1076";"Male";1980;"2020-09-27";"user1076@example.com";"18823205";"UK";"Los Angeles";"26448";"Web";"Bronze";"Books";"Low";"2024-09-10";15;11159.57
1077;"User_1077";"Male";1992;"2022-03-02";"user1077@example.com";"13185027";"USA";"Los Angeles";"63471";"Mobile App";"Silver";"Electronics";"Low";"2024-12-27";8;5885.13
1078;"User_1078";"Female";1971;"2022-08-20";"user1078@example.com";"13203808";"USA";"New York";"46418";"Mobile App";"Silver";"Clothing";"Low";"2024-11-10";16;10607.79
1079;"User_1079";"Male";1996;"2023-08-02";"user1079@example.com";"18394603";"USA";"Chicago";"24715";"Mobile App";"Bronze";"Books";"Medium";"2024-11-02";8;2982.56
1080;"User_1080";"Female";2004;"2022-04-13";"user1080@example.com";"18314913";"USA";"London";"44783";"Mobile App";"Bronze";"Sports";"Medium";"2024-12-23";13;12840.67
1081;"User_1081";"Female";1971;"2020-11-12";"user1081@example.com";"16953167";"USA";"Chicago";"35897";"Web";"Gold";"Clothing";"Low";"2024-05-17";8;6738.5
1082;"User_1082";"Male";1990;"2023-08-13";"user1082@example.com";"13963167";"USA";"London";"32698";"Web";"Bronze";"Home";"Low";"2024-09-26";9;7696.24
1083;"User_1083";"Male";1974;"2020-12-03";"user1083@example.com";"18366891";"USA";"New York";"51572";"Mobile App";"Bronze";"Clothing";"Low";"2024-08-29";8;6026.5
1084;"User_1084";"Female";1990;"2023-08-23";"user1084@example.com";"18157536";"UK";"Sydney";"18843";"Mobile App";"Silver";"Books";"Low";"2024-11-10";10;9107.82
1085;"User_1085";"Female";1998;"2023-12-22";"user1085@example.com";"14424575";"UK";"London";"41551";"Web";"Gold";"Books";"Low";"2024-11-19";10;7650.89
1086;"User_1086";"Male";1989;"2020-12-16";"user1086@example.com";"15193886";"USA";"Los Angeles";"37442";"Mobile App";"Gold";"Electronics";"Low";"2024-07-22";16;9052.7
1087;"User_1087";"Female";1989;"2021-05-25";"user1087@example.com";"14598243";"USA";"Sydney";"36696";"Mobile App";"Silver";"Books";"Medium";"2024-11-02";8;9024.23
1088;"User_1088";"Male";1994;"2021-06-08";"user1088@example.com";"19104763";"USA";"New York";"97099";"Mobile App";"Bronze";"Home";"Low";"2024-12-21";15;9393.73
1089;"User_1089";"Female";1971;"2021-05-06";"user1089@example.com";"19382055";"Canada";"Toronto";"98518";"Web";"Gold";"Home";"Low";"2024-10-23";11;5529.97
1090;"User_1090";"Male";2001;"2020-01-09";"user1090@example.com";"16334596";"Canada";"London";"98399";"Mobile App";"Silver";"Books";"Medium";"2024-12-23";13;11935.21
1091;"User_1091";"Female";1995;"2021-07-14";"user1091@example.com";"17392362";"Australia";"London";"14763";"Mobile App";"Silver";"Sports";"Low";"2024-09-14";8;4266.38
1092;"User_1092";"Female";1975;"2021-03-15";"user1092@example.com";"16993443";"USA";"Sydney";"37771";"Mobile App";"Bronze";"Books";"High";"2024-12-26";12;10502.41
1093;"User_1093";"Female";1972;"2022-03-02";"user1093@example.com";"15014980";"Canada";"Toronto";"96029";"Social Media";"Bronze";"Sports";"Low";"2024-09-02";8;4974.93
1094;"User_1094";"Female";2002;"2023-02-05";"user1094@example.com";"13922419";"USA";"Toronto";"15535";"Mobile App";"Bronze";"Books";"Low";"2024-11-22";8;5929.96
1095;"User_1095";"Male";1970;"2023-06-22";"user1095@example.com";"13593524";"UK";"New York";"42519";"Web";"Bronze";"Clothing";"Low";"2024-09-22";8;7146.55
1096;"User_1096";"Male";1974;"2023-07-02";"user1096@example.com";"19112578";"USA";"Sydney";"22020";"Web";"Bronze";"Books";"Low";"2024-08-24";8;3119.28
1097;"User_1097";"Male";1982;"2020-02-02";"user1097@example.com";"16108201";"USA";"Chicago";"39745";"Web";"Platinum";"Clothing";"Low";"2024-12-24";9;7290.19
1098;"User_1098";"Male";1988;"2022-11-12";"user1098@example.com";"13331707";"Canada";"Toronto";"40906";"Web";"Bronze";"Sports";"Medium";"2024-12-06";10;6563.84
1099;"User_1099";"Female";1981;"2022-04-24";"user1099@example.com";"14572780";"UK";"London";"45896";"Social Media";"Bronze";"Books";"High";"2024-11-23";9;8997.78
1100;"User_1100";"Male";1994;"2021-07-19";"user1100@example.com";"17993413";"USA";"Toronto";"96786";"Social Media";"Bronze";"Sports";"Low";"2024-09-28";7;5104.4
1101;"User_1101";"Male";2004;"2020-02-18";"user1101@example.com";"16398750";"USA";"New York";"21297";"Mobile App";"Silver";"Home";"High";"2024-11-25";10;9702.57
1102;"User_1102";"Female";1981;"2021-04-06";"user1102@example.com";"16263161";"USA";"New York";"59689";"Web";"Gold";"Electronics";"Medium";"2024-12-18";5;3484.5
1103;"User_1103";"Female";1999;"2021-08-12";"user1103@example.com";"17179800";"USA";"London";"67081";"Web";"Silver";"Sports";"Low";"2024-08-13";8;4703.82
1104;"User_1104";"Female";1974;"2020-12-01";"user1104@example.com";"16086439";"USA";"London";"64183";"Social Media";"Gold";"Clothing";"Medium";"2024-02-26";5;5101.39
1105;"User_1105";"Female";2003;"2023-10-13";"user1105@example.com";"15113364";"Australia";"London";"69762";"Social Media";"Gold";"Electronics";"Low";"2024-12-01";9;5540.58
1106;"User_1106";"Male";1991;"2023-02-19";"user1106@example.com";"14846324";"USA";"Chicago";"73573";"Web";"Gold";"Books";"Medium";"2024-11-01";10;8072.0
1107;"User_1107";"Male";1982;"2020-12-24";"user1107@example.com";"16631245";"Canada";"London";"36783";"Mobile App";"Bronze";"Clothing";"Medium";"2024-12-17";14;12458.59
1108;"User_1108";"Female";1972;"2020-12-11";"user1108@example.com";"15389183";"Canada";"Sydney";"91793";"Web";"Bronze";"Electronics";"High";"2024-11-19";11;5532.13
1109;"User_1109";"Female";1989;"2020-07-11";"user1109@example.com";"16901519";"UK";"New York";"56791";"Web";"Bronze";"Electronics";"Low";"2024-08-30";12;10275.41
1110;"User_1110";"Male";2000;"2023-12-10";"user1110@example.com";"18894907";"UK";"New York";"40086";"Web";"Bronze";"Sports";"Low";"2024-12-30";11;8441.16
1111;"User_1111";"Female";1974;"2023-11-01";"user1111@example.com";"15766101";"Canada";"Toronto";"99599";"Mobile App";"Silver";"Books";"High";"2024-11-22";5;2685.58
1112;"User_1112";"Male";1993;"2022-01-25";"user1112@example.com";"15019797";"USA";"London";"93957";"Web";"Bronze";"Books";"Medium";"2024-11-27";11;8085.65
1113;"User_1113";"Male";2002;"2023-03-15";"user1113@example.com";"17775603";"USA";"Chicago";"51922";"Web";"Silver";"Books";"Medium";"2024-11-27";6;4156.27
1114;"User_1114";"Female";1977;"2021-04-22";"user1114@example.com";"13745053";"USA";"Sydney";"11243";"Web";"Bronze";"Sports";"Medium";"2024-10-24";9;9373.11
1115;"User_1115";"Female";1993;"2022-04-07";"user1115@example.com";"19687073";"USA";"Los Angeles";"66269";"Web";"Bronze";"Sports";"Medium";"2024-12-16";15;12740.84
1116;"User_1116";"Female";1989;"2022-06-08";"user1116@example.com";"14412717";"USA";"Toronto";"52829";"Mobile App";"Bronze";"Books";"Medium";"2024-11-15";8;4792.93
1117;"User_1117";"Male";1985;"2021-10-14";"user1117@example.com";"17608313";"Canada";"Sydney";"62282";"Web";"Gold";"Electronics";"Medium";"2024-12-28";16;11328.92
1118;"User_1118";"Female";1981;"2021-02-11";"user1118@example.com";"13536714";"USA";"Chicago";"31863";"Social Media";"Silver";"Books";"Low";"2024-09-03";7;2584.21
1119;"User_1119";"Male";1982;"2020-10-12";"user1119@example.com";"16995763";"USA";"London";"42337";"Web";"Platinum";"Sports";"Medium";"2024-12-22";10;5556.07
1120;"User_1120";"Male";1994;"2022-04-30";"user1120@example.com";"18157255";"Australia";"Chicago";"34688";"Web";"Gold";"Books";"Low";"2024-12-06";12;8374.21
1121;"User_1121";"Female";2001;"2020-04-20";"user1121@example.com";"15384215";"USA";"Los Angeles";"17974";"Web";"Bronze";"Sports";"High";"2024-10-21";9;7633.36
1122;"User_1122";"Female";1993;"2021-09-11";"user1122@example.com";"16734647";"USA";"Sydney";"19491";"Web";"Bronze";"Books";"High";"2024-09-10";10;6878.77
1123;"User_1123";"Female";1978;"2022-03-03";"user1123@example.com";"15887340";"Canada";"Chicago";"12304";"Web";"Silver";"Electronics";"Low";"2024-02-27";14;10537.74
1124;"User_1124";"Female";1992;"2020-02-19";"user1124@example.com";"16814652";"Canada";"Los Angeles";"39000";"Web";"Silver";"Electronics";"Medium";"2024-06-27";7;6498.74
1125;"User_1125";"Female";1982;"2022-11-03";"user1125@example.com";"19977307";"USA";"Los Angeles";"98840";"Social Media";"Bronze";"Sports";"High";"2024-10-25";13;7417.93
1126;"User_1126";"Female";2001;"2023-03-03";"user1126@example.com";"19056140";"Canada";"Sydney";"21498";"Mobile App";"Bronze";"Sports";"Low";"2024-11-27";10;5159.44
1127;"User_1127";"Male";1984;"2021-08-10";"user1127@example.com";"18119727";"USA";"Los Angeles";"87874";"Social Media";"Silver";"Clothing";"Medium";"2024-11-30";9;7998.99
1128;"User_1128";"Male";1974;"2021-08-18";"user1128@example.com";"14101948";"USA";"Sydney";"13814";"Web";"Bronze";"Home";"Low";"2024-12-25";8;6913.72
1129;"User_1129";"Male";1991;"2023-09-28";"user1129@example.com";"18944941";"USA";"Chicago";"39925";"Mobile App";"Gold";"Clothing";"Low";"2024-12-25";9;10307.33
1130;"User_1130";"Male";1985;"2021-10-31";"user1130@example.com";"17599625";"Canada";"London";"71224";"Web";"Silver";"Sports";"Medium";"2024-11-29";10;8135.95
1131;"User_1131";"Female";1979;"2023-08-02";"user1131@example.com";"16798819";"USA";"New York";"88045";"Mobile App";"Bronze";"Sports";"Medium";"2024-12-14";9;6379.47
1132;"User_1132";"Female";1993;"2020-11-09";"user1132@example.com";"17393935";"Canada";"New York";"47806";"Referral";"Bronze";"Books";"Low";"2024-12-22";8;3212.61
1133;"User_1133";"Male";1987;"2021-08-28";"user1133@example.com";"16388591";"USA";"Chicago";"58793";"Social Media";"Silver";"Clothing";"Medium";"2024-12-06";9;6603.26
1134;"User_1134";"Male";1987;"2020-10-23";"user1134@example.com";"14686060";"UK";"London";"23365";"Web";"Silver";"Home";"Low";"2024-11-06";11;10823.76
1135;"User_1135";"Female";1976;"2021-07-22";"user1135@example.com";"15612602";"UK";"New York";"46549";"Web";"Silver";"Clothing";"Low";"2024-11-13";10;9109.58
1136;"User_1136";"Male";1973;"2023-04-02";"user1136@example.com";"15283196";"USA";"Los Angeles";"44726";"Web";"Silver";"Electronics";"Low";"2024-10-04";6;4330.63
1137;"User_1137";"Female";1995;"2022-04-11";"user1137@example.com";"14107023";"USA";"Chicago";"60448";"Web";"Silver";"Electronics";"Low";"2024-12-14";8;6972.77
1138;"User_1138";"Female";1974;"2021-09-01";"user1138@example.com";"13634867";"Canada";"Chicago";"49109";"Web";"Bronze";"Clothing";"High";"2024-08-23";12;10090.03
1139;"User_1139";"Female";1985;"2020-01-16";"user1139@example.com";"16538641";"USA";"Toronto";"73615";"Web";"Gold";"Clothing";"Medium";"2024-08-20";7;5273.7
1140;"User_1140";"Female";2004;"2023-09-29";"user1140@example.com";"17849204";"USA";"Toronto";"19224";"Web";"Bronze";"Sports";"Medium";"2024-12-20";10;8507.39
1141;"User_1141";"Female";1995;"2023-01-06";"user1141@example.com";"14524261";"USA";"Toronto";"80618";"Mobile App";"Bronze";"Books";"Low";"2024-12-12";10;6767.2
1142;"User_1142";"Male";1987;"2023-10-01";"user1142@example.com";"19629885";"USA";"Sydney";"96242";"Mobile App";"Bronze";"Electronics";"Low";"2024-12-09";7;2883.12
1143;"User_1143";"Female";1998;"2020-03-12";"user1143@example.com";"16184018";"USA";"London";"69949";"Social Media";"Bronze";"Home";"Low";"2024-11-30";17;11472.68
1144;"User_1144";"Female";1992;"2020-09-26";"user1144@example.com";"17802902";"USA";"Chicago";"50069";"Web";"Bronze";"Books";"Medium";"2024-10-27";7;6072.03
1145;"User_1145";"Male";1983;"2020-10-13";"user1145@example.com";"13751328";"Canada";"Toronto";"57043";"Web";"Silver";"Clothing";"Low";"2024-08-01";8;6323.78
1146;"User_1146";"Female";1984;"2020-03-06";"user1146@example.com";"17157295";"USA";"Chicago";"90911";"Mobile App";"Bronze";"Electronics";"Low";"2024-10-31";12;11823.84
1147;"User_1147";"Female";2002;"2022-05-29";"user1147@example.com";"13711224";"USA";"Los Angeles";"40934";"Mobile App";"Gold";"Clothing";"Medium";"2024-12-28";18;15440.29
1148;"User_1148";"Female";1994;"2020-03-08";"user1148@example.com";"17729064";"UK";"Toronto";"39526";"Web";"Silver";"Electronics";"Low";"2024-04-27";5;3773.84
1149;"User_1149";"Female";1990;"2023-05-01";"user1149@example.com";"19423407";"Canada";"Chicago";"29612";"Social Media";"Bronze";"Home";"Medium";"2024-11-16";16;10086.37
1150;"User_1150";"Female";1986;"2022-12-14";"user1150@example.com";"18391810";"USA";"London";"93395";"Web";"Bronze";"Books";"Low";"2024-11-12";9;4546.66
1151;"User_1151";"Female";1992;"2022-09-06";"user1151@example.com";"19084117";"USA";"Sydney";"45175";"Web";"Bronze";"Home";"Low";"2024-11-20";9;6641.24
1152;"User_1152";"Female";1986;"2023-11-03";"user1152@example.com";"13005773";"USA";"London";"99463";"Mobile App";"Bronze";"Home";"Low";"2024-12-24";9;7777.81
1153;"User_1153";"Female";1983;"2022-08-31";"user1153@example.com";"15444290";"USA";"London";"53927";"Web";"Bronze";"Books";"Medium";"2024-06-11";14;11241.13
1154;"User_1154";"Female";1998;"2023-04-06";"user1154@example.com";"19133251";"Australia";"Toronto";"32073";"Mobile App";"Bronze";"Books";"High";"2024-12-13";15;12352.61
1155;"User_1155";"Female";1989;"2023-12-03";"user1155@example.com";"15015661";"Canada";"London";"96257";"Web";"Bronze";"Home";"Low";"2024-08-19";9;7811.01
1156;"User_1156";"Female";1999;"2021-05-22";"user1156@example.com";"17815606";"Australia";"Sydney";"16572";"Web";"Bronze";"Clothing";"Medium";"2024-04-22";6;9066.03
1157;"User_1157";"Male";1988;"2022-04-16";"user1157@example.com";"15774052";"UK";"New York";"13950";"Referral";"Bronze";"Books";"Low";"2024-12-12";9;7142.7
1158;"User_1158";"Female";1982;"2023-01-30";"user1158@example.com";"13155451";"USA";"Sydney";"94578";"Web";"Gold";"Home";"Low";"2024-12-09";16;9150.12
1159;"User_1159";"Female";1987;"2022-06-04";"user1159@example.com";"18983906";"Canada";"Los Angeles";"65301";"Mobile App";"Bronze";"Home";"Low";"2024-12-26";20;11045.72
1160;"User_1160";"Male";1992;"2022-03-04";"user1160@example.com";"15131448";"UK";"Sydney";"20006";"Web";"Silver";"Home";"Low";"2024-12-12";9;6715.04
1161;"User_1161";"Female";2002;"2021-02-25";"user1161@example.com";"17322568";"USA";"Chicago";"50253";"Mobile App";"Bronze";"Clothing";"Medium";"2024-08-17";11;11625.29
1162;"User_1162";"Male";1987;"2022-02-13";"user1162@example.com";"14144491";"USA";"New York";"95203";"Web";"Bronze";"Sports";"Low";"2024-12-19";7;6552.79
1163;"User_1163";"Male";1978;"2021-04-22";"user1163@example.com";"17988310";"USA";"Toronto";"93216";"Social Media";"Silver";"Sports";"Medium";"2024-07-07";8;7196.68
1164;"User_1164";"Female";2002;"2022-07-14";"user1164@example.com";"19316984";"USA";"Chicago";"37731";"Mobile App";"Bronze";"Books";"High";"2024-08-16";11;13024.81
1165;"User_1165";"Male";2001;"2020-04-29";"user1165@example.com";"13238088";"Canada";"Sydney";"44415";"Web";"Bronze";"Sports";"Low";"2024-11-23";11;7389.43
1166;"User_1166";"Female";1986;"2023-08-07";"user1166@example.com";"13745768";"Canada";"Chicago";"57813";"Web";"Silver";"Electronics";"Low";"2024-10-09";10;6733.82
1167;"User_1167";"Female";1988;"2021-05-02";"user1167@example.com";"13404821";"Australia";"London";"67703";"Referral";"Bronze";"Books";"High";"2024-08-06";7;6345.87
1168;"User_1168";"Female";1996;"2023-03-30";"user1168@example.com";"18672436";"Canada";"Chicago";"84892";"Social Media";"Bronze";"Books";"Low";"2024-08-31";9;8459.63
1169;"User_1169";"Male";1975;"2020-03-18";"user1169@example.com";"17147097";"UK";"Chicago";"50860";"Mobile App";"Bronze";"Home";"Medium";"2024-12-26";10;8417.49
1170;"User_1170";"Male";2004;"2022-11-27";"user1170@example.com";"17358719";"USA";"Sydney";"32013";"Mobile App";"Bronze";"Electronics";"Medium";"2024-03-12";13;10834.93
1171;"User_1171";"Female";2003;"2023-11-18";"user1171@example.com";"15385829";"USA";"Los Angeles";"13244";"Social Media";"Bronze";"Sports";"Low";"2024-10-26";9;3494.59
1172;"User_1172";"Female";1989;"2021-03-16";"user1172@example.com";"13093794";"UK";"Sydney";"99107";"Web";"Platinum";"Books";"Low";"2024-06-03";4;1819.9
1173;"User_1173";"Female";1994;"2021-04-06";"user1173@example.com";"15648612";"Canada";"Toronto";"73440";"Mobile App";"Silver";"Electronics";"Low";"2024-11-22";7;6845.76
1174;"User_1174";"Male";1973;"2021-09-03";"user1174@example.com";"14382097";"Canada";"New York";"87428";"Mobile App";"Silver";"Clothing";"Low";"2024-06-26";8;7203.28
1175;"User_1175";"Female";1979;"2023-08-10";"user1175@example.com";"19149455";"USA";"London";"51462";"Mobile App";"Silver";"Clothing";"Medium";"2024-07-29";9;7281.4
1176;"User_1176";"Female";1979;"2023-11-24";"user1176@example.com";"14606906";"Canada";"Los Angeles";"89413";"Web";"Silver";"Home";"Low";"2024-12-23";11;5817.77
