customer_id,customer_name,gender,birth_year,registration_date,email,phone,country,city,zip_code,registration_channel,loyalty_tier,preferred_category,avg_order_value_segment,last_login_date,total_orders,total_spent,last_order_date,age
680,User-680,Unknown,2001.0,2023-01-02,user680@example.com,,Canada,London,0.0,web,Bronze,Electronics,low,2024-10-28,7.0,4293.62,2024-10-28,24.0
681,User 681,Male,1977.0,2020-01-01,user681@example.com,18659851.0,USA,纽约,,Web,Gold,Books,low,2024-12-27,8.0,7726.75,2024-12-27,48.0
682,User-682,Unknown,1983.0,2022-10-08,user682@example.com,14777555.0,USA,London,,web,Platinum,,high,2024-12-12,14.0,5737.51,2024-12-12,42.0
683,User_683,Unknown,1993.0,2020-09-16,user683@example.com,13217846.0,Other,New York City,0.0,Social Media,Bronze,,Medium,2024-12-08,9.0,8622.18,2024-12-08,32.0
684,User-684,Male,1992.0,2023-08-06,user684@example.com,17657046.0,Other,LON,47713.0,,Bronze,Clothing,medium,2024-11-29,10.0,4204.61,2024-11-29,33.0
685,User 685,Unknown,2003.0,2022-09-17,user685@example.com,19388016.0,Other,纽约,,mobile,Silver,,high,2024-11-01,6.0,5241.87,2024-11-01,22.0
686,User 686,Male,1998.0,2023-01-24,user686@example.com,14532809.0,Other,New York,,Mobile App,Gold,Books,Low,2024-11-30,1.0,1000.0,2024-11-30,27.0
687,User 687,Unknown,1986.0,2021-01-24,user687@example.com,16427056.0,USA,LA,,Referral,Bronze,Sports,low,2024-09-04,5.0,3652.37,2024-09-04,39.0
688,User 688,Unknown,1998.0,2021-09-24,user688@example.com,19678818.0,Canada,New York,0.0,Web,Bronze,Electronics,high,2024-11-25,8.0,5076.860000000001,2024-11-25,27.0
689,User-689,Female,1988.0,2021-03-03,user689@example.com,14366793.0,UK,LA,,Social Media,Silver,Electronics,high,2024-09-15,8.0,3692.5,2024-09-15,37.0
690,User-690,Unknown,1987.0,2020-07-16,,14403224.0,USA,Los Angeles,0.0,web,Bronze,Electronics,Low,2024-06-09,5.0,4029.3600000000006,2024-06-09,38.0
691,用户691,Female,1981.0,2020-08-05,user691@example.com,19909662.0,USA,NY,,Social Media,Platinum,Clothing,medium,2024-11-29,12.0,9612.52,2024-11-29,44.0
692,User-692,Unknown,1996.0,2021-09-23,user692@example.com,,Canada,LON,33478.0,Referral,Silver,Books,low,2024-12-14,12.0,8815.64,2024-12-14,29.0
693,User 693,Unknown,1979.0,2020-08-22,user693@example.com,14744796.0,Other,New York,25372.0,,Platinum,,,2024-12-06,7.0,7343.8,2024-12-06,46.0
694,用户694,Male,2002.0,2021-06-06,user694@example.com,18359043.0,Other,London,,web,Bronze,Clothing,Medium,2024-12-18,8.0,8155.889999999999,2024-12-18,23.0
696,User-696,Male,1988.0,2023-08-09,user696@example.com,,Other,Los Angeles,55968.0,mobile,Platinum,Clothing,medium,2024-12-06,12.0,10693.94,2024-12-06,37.0
697,User-697,Unknown,1997.0,2023-08-19,user697@example.com,18522378.0,Other,London,,Social Media,Bronze,,,2024-11-04,9.0,5431.82,2024-11-04,28.0
698,User_698,Unknown,1987.0,2022-05-22,,15266355.0,Other,Los Angeles,0.0,,Platinum,Clothing,High,2024-12-06,10.0,8444.16,2024-12-06,38.0
699,用户699,Male,1976.0,2022-01-10,user699@example.com,13123257.0,Canada,New York City,,Web,Platinum,Clothing,low,2024-09-29,6.0,4448.43,2024-09-29,49.0
700,User_700,Male,2000.0,2023-04-04,user700@example.com,18275424.0,Other,New York City,0.0,,Bronze,,medium,2024-12-05,9.0,4465.23,2024-12-05,25.0
701,User 701,Unknown,2002.0,2020-06-10,user701@example.com,13992772.0,Other,SYD,95896.0,Referral,Bronze,Electronics,Low,2024-10-13,11.0,6800.37,2024-10-13,23.0
702,User-702,Female,1993.0,2022-11-17,user702@example.com,15628170.0,Other,SYD,65621.0,,Bronze,Electronics,medium,2024-12-21,10.0,9585.53,2024-12-21,32.0
703,用户703,Unknown,1990.0,2022-12-24,user703@example.com,18392461.0,Other,Los Angeles,,Referral,Gold,Clothing,Low,2024-09-27,11.0,7849.11,2024-09-27,35.0
704,User-704,Male,1990.0,2020-08-14,user704@example.com,15511234.0,USA,Sydney,,Mobile App,Bronze,Clothing,Low,2024-10-10,6.0,5943.09,2024-10-10,35.0
705,User_705,Unknown,1979.0,2020-02-22,user705@example.com,18648982.0,UK,New York City,71997.0,Mobile App,Silver,Home,High,2024-12-27,9.0,8095.76,2024-12-27,46.0
706,User 706,Female,1982.0,2022-05-17,user706@example.com,19764173.0,Other,London,,web,Gold,,low,2024-06-22,4.0,1383.38,2024-06-22,43.0
707,User-707,Unknown,2004.0,2021-09-05,user707@example.com,16863158.0,UK,LA,,,Silver,Electronics,,2024-11-03,12.0,9041.95,2024-11-03,21.0
708,用户708,Unknown,1993.0,2023-11-02,user708@example.com,18409931.0,USA,NY,,mobile,Bronze,Clothing,Low,2024-07-04,10.0,2982.79,2024-07-04,32.0
709,用户709,Unknown,1995.0,2020-01-01,user709@example.com,15294923.0,Australia,LA,0.0,,Platinum,Books,low,2024-12-27,11.0,7778.780000000001,2024-12-27,30.0
710,用户710,Female,1985.0,2020-06-23,user710@example.com,19863745.0,Other,SYD,0.0,mobile,Silver,Clothing,High,2024-12-18,13.0,8213.25,2024-12-18,40.0
711,User_711,Unknown,,2021-10-26,,14335063.0,Canada,LA,0.0,Social Media,Platinum,Clothing,,2024-11-15,10.0,5628.55,2024-11-15,
712,User 712,Female,1976.0,2021-12-20,user712@example.com,19377155.0,USA,New York City,,mobile,Bronze,,low,2024-11-28,18.0,13958.31,2024-11-28,49.0
713,User-713,Male,1982.0,2021-09-14,user713@example.com,19468395.0,Other,NY,0.0,Web,Bronze,Sports,,2024-12-06,15.0,14872.870164191398,2024-12-06,43.0
714,User-714,Unknown,1978.0,2022-02-14,user714@example.com,14595426.0,UK,New York,,Web,Gold,Electronics,high,2024-11-23,6.0,3585.57,2024-11-23,47.0
716,User_716,Female,2003.0,2023-01-07,user716@example.com,15254276.0,UK,LON,,mobile,Bronze,Books,Medium,2024-09-16,7.0,6763.34,2024-09-16,22.0
717,User-717,Female,1995.0,2021-01-27,user717@example.com,18156223.0,Other,纽约,,Mobile App,Silver,Electronics,Medium,2024-10-25,15.0,11474.66,2024-10-25,30.0
718,User_718,Male,2001.0,2020-10-04,user718@example.com,17337683.0,Australia,SYD,92152.0,web,Platinum,Electronics,Low,2024-11-22,8.0,4709.32,2024-11-22,24.0
719,用户719,Unknown,,2023-01-18,user719@example.com,18286690.0,Other,纽约,,,Bronze,,High,2024-08-18,10.0,4753.12,2024-08-18,
720,User 720,Female,1976.0,2022-11-14,user720@example.com,16611025.0,Other,SYD,,Referral,Bronze,Home,Medium,2024-03-04,7.0,4993.59,2024-03-04,49.0
721,User 721,Female,1988.0,2021-03-31,user721@example.com,15669652.0,Other,Sydney,,Referral,Gold,Home,High,2024-12-08,9.0,6041.6,2024-12-08,37.0
722,User_722,Unknown,2000.0,2021-05-05,user722@example.com,17112994.0,Other,SYD,,Web,Bronze,Clothing,,2024-12-06,7.0,7000.2,2024-12-06,25.0
723,用户723,Female,1993.0,2020-06-07,user723@example.com,17373606.0,Canada,New York City,,Mobile App,Silver,Home,medium,2024-11-11,11.0,7142.66,2024-11-11,32.0
724,User-724,Unknown,1995.0,2020-12-26,user724@example.com,13048763.0,UK,New York City,57562.0,web,Platinum,Electronics,High,2024-11-17,12.0,6328.549999999999,2024-11-17,30.0
725,User-725,Male,2002.0,2020-01-15,user725@example.com,17212946.0,Canada,NY,,web,Platinum,Home,high,2024-11-08,16.0,10448.53,2024-11-08,23.0
726,用户726,Male,1990.0,2023-08-10,,18578557.0,Other,SYD,,,Silver,Clothing,low,2024-10-23,12.0,10226.12,2024-10-23,35.0
727,User 727,Unknown,1991.0,2021-12-14,user727@example.com,17457353.0,USA,London,,Mobile App,Bronze,Home,Low,2024-12-21,16.0,13480.2,2024-12-21,34.0
728,用户728,Unknown,1982.0,2020-01-03,user728@example.com,15222757.0,Other,Sydney,0.0,Referral,Gold,,Medium,2024-12-12,9.0,8617.25,2024-12-12,43.0
729,用户729,Unknown,1975.0,2023-01-21,user729@example.com,,USA,New York,0.0,,Bronze,,low,2024-12-01,14.0,8448.119999999999,2024-12-01,50.0
730,用户730,Unknown,2002.0,2020-09-28,user730@example.com,16305958.0,Other,Sydney,0.0,mobile,Bronze,Clothing,,2024-12-12,13.0,49104.24,2024-12-12,23.0
731,User-731,Unknown,2004.0,2023-01-18,user731@example.com,15513743.0,Other,LON,,web,Gold,,low,2024-08-19,7.0,5439.32,2024-08-19,21.0
733,User 733,Male,1987.0,2020-11-06,user733@example.com,13187102.0,UK,SYD,40873.0,Web,Platinum,,Medium,2024-09-30,10.0,9147.95,2024-09-30,38.0
734,User 734,Unknown,1975.0,2022-06-01,user734@example.com,15591619.0,Australia,New York,,,Silver,Electronics,High,2025-12-31,12.0,12141.12,2025-12-31,50.0
735,User-735,Unknown,2003.0,2022-04-27,user735@example.com,15729436.0,Canada,Sydney,,web,Silver,Electronics,Medium,2024-10-23,9.0,4088.82,2024-10-23,22.0
736,用户736,Unknown,2003.0,2023-03-10,user736@example.com,15469711.0,Other,SYD,28793.0,Web,Silver,Electronics,high,2024-12-28,9.0,9332.59,2024-12-28,22.0
737,User_737,Female,1977.0,2021-05-09,,17774423.0,Other,London,0.0,Mobile App,Platinum,Sports,low,2024-12-13,13.0,8974.96,2024-12-13,48.0
738,用户738,Unknown,1970.0,2021-08-15,user738@example.com,17266158.0,Other,LA,0.0,web,Bronze,Home,high,2024-09-29,12.0,8395.62,2024-09-29,55.0
54,User_739,Female,1989.0,2020-04-02,user739@example.com,18996973.0,Other,New York,0.0,,Silver,Sports,,2024-02-21,7.0,6901.01,2024-02-21,36.0
740,用户740,Unknown,1978.0,2023-03-25,user740@example.com,17207217.0,USA,SYD,,,Bronze,Sports,low,2025-12-31,11.0,454405.43,2025-12-31,47.0
741,用户741,Unknown,1990.0,2020-11-17,user741@example.com,14695967.0,USA,NY,0.0,web,Silver,,medium,2024-08-14,12.0,7971.07,2024-08-14,35.0
742,User 742,Male,1977.0,2023-04-11,user742@example.com,19025444.0,USA,NY,22297.0,Referral,Bronze,,,2024-12-17,15.0,7684.98,2024-12-17,48.0
743,User_743,Female,1978.0,2023-06-24,user743@example.com,,Other,LON,,Mobile App,Platinum,,Medium,2024-12-26,12.0,6913.4,2024-12-26,47.0
744,User_744,Unknown,2003.0,2021-08-23,user744@example.com,17983176.0,Other,NY,0.0,mobile,Bronze,,medium,2024-11-10,7.0,5353.2,2024-11-10,22.0
745,User 745,Male,1972.0,2023-10-14,user745@example.com,17031628.0,USA,NY,,,Silver,Clothing,low,2024-08-26,6.0,4946.81,2024-08-26,53.0
746,用户746,Female,1995.0,2021-11-15,user746@example.com,13165369.0,Other,LA,,,Gold,Clothing,High,2024-11-22,8.0,7937.1,2024-11-22,30.0
747,User-747,Male,1989.0,2023-01-10,,19924162.0,UK,SYD,73811.0,Mobile App,Bronze,Electronics,Medium,2024-11-13,11.0,7559.88,2024-11-13,36.0
748,User_748,Female,1970.0,2020-01-01,user748@example.com,14139345.0,USA,New York,,Mobile App,Platinum,Electronics,high,2024-12-18,10.0,8831.47,2024-12-18,55.0
749,User-749,Female,1980.0,2023-05-01,user749@example.com,13405200.0,UK,LON,,web,Bronze,Clothing,High,2024-12-29,9.0,6955.23,2024-12-29,45.0
750,User-750,Unknown,1991.0,2022-01-02,user750@example.com,16532772.0,Other,纽约,,Referral,Platinum,Books,medium,2024-10-14,8.0,7234.44,2024-10-14,34.0
751,User-751,Unknown,1974.0,2022-08-04,user751@example.com,15553871.0,Canada,NY,,Mobile App,Bronze,Sports,High,2024-12-04,11.0,7179.903531293236,2024-12-04,51.0
752,User_752,Unknown,2004.0,2021-11-30,user752@example.com,18872132.0,Other,LA,,,Gold,Home,Medium,2024-12-01,7.0,200792.34,2024-12-01,21.0
753,User_753,Female,1976.0,2021-02-08,user753@example.com,14538812.0,Canada,纽约,,web,Silver,Clothing,medium,2024-07-30,10.0,6887.41,2024-07-30,49.0
754,User_754,Unknown,1973.0,2022-01-23,user754@example.com,13832422.0,Australia,London,,Social Media,Silver,Clothing,Medium,2024-12-03,10.0,3362.12,2024-12-03,52.0
755,User-755,Female,1977.0,2022-07-12,,18521614.0,Australia,London,0.0,web,Bronze,Home,Low,2024-12-10,11.0,10344.57,2024-12-10,48.0
756,用户756,Unknown,1973.0,2021-12-07,user756@example.com,15703468.0,Other,Sydney,55095.0,Social Media,Bronze,Electronics,low,2024-10-29,16.0,12895.0,2024-10-29,52.0
757,User-757,Unknown,2003.0,2020-10-16,user757@example.com,18354075.0,UK,SYD,37056.0,Referral,Bronze,,low,2024-07-31,9.0,5028.1,2024-07-31,22.0
758,User_758,Female,1992.0,2021-09-19,user758@example.com,14808415.0,Other,New York City,53884.0,Social Media,Bronze,Clothing,Medium,2024-09-25,4.0,3019.49,2024-09-25,33.0
759,User_759,Male,1974.0,2021-11-11,user759@example.com,15535276.0,Other,New York,59976.0,Web,Bronze,Electronics,High,2024-08-07,9.0,6106.7,2024-08-07,51.0
760,用户760,Male,1975.0,2023-01-13,user760@example.com,16567534.0,USA,New York City,,,Gold,Sports,,2024-12-05,11.0,10320.03,2024-12-05,50.0
761,用户761,Female,1989.0,2020-12-07,user761@example.com,18149575.0,Other,LA,,Mobile App,Silver,Home,,2024-08-16,8.0,4017.901962208729,2024-08-16,36.0
762,User_762,Female,1973.0,2021-02-23,user762@example.com,13375082.0,UK,New York,0.0,Web,Platinum,Books,,2024-12-09,10.0,6273.57,2024-12-09,52.0
763,User-763,Unknown,1974.0,2020-11-01,user763@example.com,16422849.0,UK,New York City,70957.0,Mobile App,Platinum,Home,low,2024-12-09,8.0,3024.37,2024-12-09,51.0
764,用户764,Female,1994.0,2023-04-23,user764@example.com,14111205.0,Other,Los Angeles,96511.0,Mobile App,Platinum,Electronics,high,2024-12-17,7.0,4632.47,2024-12-17,31.0
765,用户765,Unknown,1985.0,2021-05-18,user765@example.com,,Canada,Los Angeles,15141.0,web,Silver,Home,low,2024-10-04,11.0,8287.23,2024-10-04,40.0
766,User_766,Unknown,1990.0,2022-01-22,user766@example.com,16093708.0,Other,London,,Mobile App,Bronze,Clothing,low,2024-12-16,11.0,10460.04,2024-12-16,35.0
767,User 767,Female,2000.0,2020-06-10,user767@example.com,15015538.0,USA,纽约,88077.0,Web,Bronze,Sports,High,2024-11-17,15.0,12981.9,2024-11-17,25.0
768,User_768,Unknown,1978.0,2020-01-10,user768@example.com,19504551.0,USA,Los Angeles,,Mobile App,Gold,Clothing,High,2024-11-17,10.0,5563.97,2024-11-17,47.0
770,User_770,Male,1990.0,2022-05-18,user770@example.com,,Other,New York,,Referral,Bronze,Books,,2024-12-20,12.0,181403.99,2024-12-20,35.0
771,User 771,Unknown,1970.0,2023-01-09,user771@example.com,14903610.0,Other,NY,20728.0,Social Media,Silver,Books,low,2024-08-20,7.0,8105.16,2024-08-20,55.0
772,User-772,Unknown,1993.0,2023-01-24,user772@example.com,14935199.0,Other,LA,,Web,Bronze,,medium,2024-10-31,9.0,6590.45,2024-10-31,32.0
773,User_773,Male,1975.0,2022-10-21,user773@example.com,,USA,SYD,,Social Media,Platinum,,Low,2024-12-28,10.0,10376.67,2024-12-28,50.0
774,User 774,Unknown,1986.0,2021-04-21,user774@example.com,17171680.0,Other,LA,,Referral,Bronze,Home,High,2024-11-06,11.0,5362.75,2024-11-06,39.0
775,用户775,Female,1982.0,2023-09-25,user775@example.com,18815357.0,Australia,LA,,Web,Bronze,Books,high,2024-09-05,9.0,10524.7,2024-09-05,43.0
776,User-776,Male,1972.0,2021-07-14,user776@example.com,16368742.0,USA,Los Angeles,35675.0,Referral,Bronze,Clothing,High,2024-09-25,13.0,5064.02,2024-09-25,53.0
777,User 777,Male,1900.0,2020-07-10,user777@example.com,14743230.0,Canada,Los Angeles,0.0,Web,Bronze,Clothing,high,2025-12-31,9.0,8862.960000000001,2025-12-31,125.0
778,User 778,Unknown,1986.0,2022-05-13,user778@example.com,17734171.0,Other,London,,Web,Bronze,Home,medium,2024-12-21,10.0,6021.63,2024-12-21,39.0
779,User 779,Male,1973.0,2020-02-12,user779@example.com,16685946.0,Other,New York City,,web,Platinum,Home,High,2024-12-09,13.0,9530.05,2024-12-09,52.0
780,用户780,Unknown,2004.0,2022-04-05,user780@example.com,17875173.0,USA,New York City,,mobile,Silver,Sports,high,2024-12-25,8.0,6441.15,2024-12-25,21.0
781,User_781,Unknown,1983.0,2022-01-28,user781@example.com,19735796.0,Other,NY,0.0,web,Bronze,Clothing,medium,2024-12-04,11.0,5711.13,2024-12-04,42.0
782,用户782,Unknown,1993.0,2022-06-20,user782@example.com,16143972.0,Other,London,66184.0,Referral,Platinum,Electronics,Low,2024-07-30,9.0,10256.28,2024-07-30,32.0
783,用户783,Female,2002.0,2020-10-09,user783@example.com,14673240.0,Canada,New York,10389.0,mobile,Bronze,,Medium,2024-10-03,14.0,435915.3,2024-10-03,23.0
784,User-784,Male,1982.0,2021-10-20,user784@example.com,15392855.0,Other,LON,0.0,Web,Silver,Electronics,Medium,2024-12-24,9.0,4894.07,2024-12-24,43.0
785,用户785,Unknown,1985.0,2023-01-17,user785@example.com,18542481.0,Other,New York,79267.0,Social Media,Bronze,Books,Medium,2024-07-01,13.0,10250.61,2024-07-01,40.0
786,User_786,Unknown,2000.0,2022-06-01,user786@example.com,17514093.0,Other,New York City,96328.0,Mobile App,Gold,,high,2024-11-04,14.0,8791.24,2024-11-04,25.0
787,User_787,Unknown,1977.0,2021-01-09,user787@example.com,18184277.0,Australia,LON,,mobile,Bronze,Books,low,2024-04-22,7.0,4229.71,2024-04-22,48.0
788,User_788,Male,1985.0,2021-04-08,user788@example.com,18945595.0,Australia,London,26199.0,web,Bronze,Electronics,high,2024-10-22,8.0,7316.559999999999,2024-10-22,40.0
789,用户789,Unknown,2002.0,2023-02-23,user789@example.com,14126131.0,UK,Los Angeles,69722.0,Mobile App,Silver,Sports,,2024-08-08,8.0,6989.700000000001,2024-08-08,23.0
790,User 790,Female,1974.0,2023-11-25,user790@example.com,15821139.0,Canada,SYD,,Referral,Gold,Home,,2024-11-24,18.0,494073.8,2024-11-24,51.0
791,用户791,Unknown,1974.0,2022-04-25,user791@example.com,18687043.0,Australia,New York City,,Mobile App,Silver,Sports,medium,2024-11-28,9.0,8630.949999999999,2024-11-28,51.0
792,User_792,Male,2002.0,2020-01-19,user792@example.com,16171049.0,UK,LON,,,Platinum,,,2024-10-30,13.0,13768.89,2024-10-30,23.0
793,User_793,Unknown,1974.0,2021-03-27,user793@example.com,17493606.0,Australia,Los Angeles,56220.0,Web,Silver,Books,,2024-10-25,11.0,6523.91,2024-10-25,51.0
794,用户794,Male,,2021-01-25,user794@example.com,13834765.0,Other,New York City,0.0,Mobile App,Bronze,Books,low,2024-05-15,9.0,4492.09,2024-05-15,
795,User_795,Female,1992.0,2023-11-27,user795@example.com,18257358.0,USA,纽约,32931.0,,Gold,Electronics,High,2024-12-29,7.0,3203.21,2024-12-29,33.0
796,User 796,Unknown,1998.0,2020-12-26,user796@example.com,16373761.0,Australia,LON,,Social Media,Gold,Electronics,low,2024-04-11,9.0,9166.66,2024-04-11,27.0
797,用户797,Unknown,1995.0,2020-07-20,user797@example.com,18736788.0,USA,New York,,Web,Platinum,Home,,2024-11-16,14.0,12102.11,2024-11-16,30.0
798,User 798,Unknown,1971.0,2023-09-10,user798@example.com,18178737.0,Other,SYD,,Referral,Bronze,Sports,high,2024-10-07,9.0,4845.17,2024-10-07,54.0
799,用户799,Male,1974.0,2023-05-12,user799@example.com,13814802.0,Other,纽约,,,Bronze,Clothing,Medium,2024-12-20,11.0,12819.94,2024-12-20,51.0
800,User_800,Male,1972.0,2021-08-08,user800@example.com,13979399.0,Australia,SYD,98229.0,Social Media,Silver,Books,medium,2024-11-27,1.0,1000.0,2024-11-27,53.0
801,User_801,Male,1991.0,2020-08-17,user801@example.com,14532518.0,USA,New York,,web,Platinum,,High,2024-11-30,12.0,8716.74,2024-11-30,34.0
802,User_802,Male,1996.0,2023-02-05,user802@example.com,18523195.0,USA,Sydney,,mobile,Bronze,Sports,low,2024-10-07,9.0,7170.92,2024-10-07,29.0
803,User_803,Unknown,1989.0,2022-07-06,user803@example.com,17823849.0,UK,NY,,Social Media,Platinum,Home,low,2024-09-16,12.0,8616.33,2024-09-16,36.0
805,用户805,Unknown,1978.0,2021-07-13,user805@example.com,17808519.0,UK,NY,55800.0,Web,Bronze,Sports,Medium,2024-12-12,11.0,8278.72,2024-12-12,47.0
806,User-806,Female,1971.0,2022-12-24,user806@example.com,17128619.0,Canada,Sydney,,,Platinum,Sports,High,2024-08-09,9.0,4204.3,2024-08-09,54.0
807,用户807,Unknown,1995.0,2022-08-04,user807@example.com,15655757.0,Other,NY,0.0,Mobile App,Platinum,Home,high,2024-12-27,17.0,11356.03,2024-12-27,30.0
808,用户808,Male,2003.0,2020-10-10,user808@example.com,17135120.0,UK,NY,72912.0,Referral,Bronze,Home,High,2024-10-16,8.0,4240.843730338599,2024-10-16,22.0
809,用户809,Unknown,1973.0,2023-03-06,user809@example.com,13061816.0,Other,LON,75618.0,Mobile App,Platinum,Books,Medium,2024-12-19,11.0,4873.29,2024-12-19,52.0
810,User-810,Unknown,1970.0,2021-09-09,user810@example.com,19493093.0,Other,SYD,0.0,,Bronze,Home,high,2024-11-09,8.0,6196.02,2024-11-09,55.0
811,用户811,Male,1975.0,2021-10-18,user811@example.com,14756285.0,Other,Sydney,,Referral,Bronze,Clothing,low,2024-12-07,12.0,13601.57,2024-12-07,50.0
812,User-812,Unknown,1996.0,2023-09-26,user812@example.com,13534490.0,USA,纽约,,Social Media,Bronze,Electronics,medium,2024-08-12,7.0,4381.99,2024-08-12,29.0
813,User-813,Male,1973.0,2020-03-13,user813@example.com,19043426.0,Other,New York City,,Referral,Bronze,Books,Low,2024-07-05,5.0,2179.79,2024-07-05,52.0
814,User_814,Female,1997.0,2022-11-30,user814@example.com,13423424.0,Other,SYD,,Web,Platinum,Clothing,High,2024-10-19,12.0,13811.08,2024-10-19,28.0
815,User_815,Male,1989.0,2022-01-26,user815@example.com,17929560.0,USA,NY,11134.0,Mobile App,Platinum,Sports,High,2024-05-24,4.0,2937.27,2024-05-24,36.0
816,User-816,Unknown,2001.0,2022-10-20,,17356166.0,Other,New York,0.0,Social Media,Silver,Electronics,medium,2024-11-09,14.0,11708.57,2024-11-09,24.0
817,用户817,Unknown,1974.0,2022-03-12,user817@example.com,15986039.0,USA,London,,Mobile App,Bronze,Home,medium,2024-01-22,5.0,5164.42,2024-01-22,51.0
818,User-818,Unknown,1972.0,2020-11-26,user818@example.com,16132184.0,Australia,New York,0.0,Social Media,Bronze,Home,Medium,2024-12-06,4.0,2810.82,2024-12-06,53.0
819,用户819,Unknown,1987.0,2023-08-20,user819@example.com,,Australia,New York,0.0,Referral,Silver,Electronics,Medium,2024-07-16,10.0,4793.0,2024-07-16,38.0
820,User_820,Female,1988.0,2020-11-14,user820@example.com,14638610.0,Australia,LON,,Social Media,Bronze,Clothing,,2024-12-24,7.0,5714.19,2024-12-24,37.0
821,User-821,Unknown,1972.0,2021-05-08,user821@example.com,19021690.0,USA,纽约,,mobile,Bronze,Home,Low,2024-11-01,5.0,2532.02,2024-11-01,53.0
822,用户822,Female,1986.0,2020-10-21,user822@example.com,13728786.0,USA,SYD,0.0,web,Platinum,Books,high,2024-07-23,10.0,9009.811200517386,2024-07-23,39.0
823,用户823,Unknown,1997.0,2021-07-21,user823@example.com,19935744.0,Other,Sydney,0.0,web,Platinum,,,2024-09-21,6.0,4567.42,2024-09-21,28.0
824,用户824,Unknown,1990.0,2020-12-28,user824@example.com,17444641.0,USA,New York City,73610.0,,Bronze,Electronics,high,2024-11-28,16.0,11431.43,2024-11-28,35.0
825,User-825,Unknown,1984.0,2020-03-03,user825@example.com,13918697.0,Other,London,0.0,mobile,Bronze,Electronics,High,2024-12-21,8.0,5843.83,2024-12-21,41.0
826,User-826,Male,1980.0,2023-05-13,user826@example.com,19978352.0,UK,London,,mobile,Bronze,Home,,2024-11-21,11.0,8880.43,2024-11-21,45.0
827,User_827,Female,1991.0,2022-05-24,user827@example.com,15559326.0,Australia,SYD,,mobile,Platinum,Books,High,2024-10-10,10.0,7265.04,2024-10-10,34.0
828,用户828,Female,1993.0,2022-04-02,user828@example.com,15068296.0,Canada,New York,,Social Media,Silver,Books,High,2024-12-30,8.0,6817.4,2024-12-30,32.0
829,User-829,Female,1983.0,2022-11-27,user829@example.com,14208552.0,Australia,SYD,,Web,Silver,Home,Medium,2024-10-19,7.0,4898.07,2024-10-19,42.0
830,User-830,Unknown,1998.0,2021-12-14,user830@example.com,19443032.0,Australia,NY,0.0,mobile,Bronze,Clothing,Low,2024-12-10,15.0,8534.36,2024-12-10,27.0
831,User 831,Male,1976.0,2022-08-21,user831@example.com,19201802.0,Other,LON,22356.0,Social Media,Platinum,Home,medium,2024-09-29,8.0,7807.95,2024-09-29,49.0
832,User_832,Female,1970.0,2020-10-09,user832@example.com,14953187.0,UK,London,,Social Media,Silver,Clothing,High,2024-11-19,10.0,7334.990000000001,2024-11-19,55.0
833,User-833,Female,1992.0,2020-03-01,user833@example.com,19649468.0,Other,Sydney,,Social Media,Platinum,,high,2024-03-16,8.0,7168.02,2024-03-16,33.0
834,User-834,Male,1993.0,2021-07-20,user834@example.com,14523591.0,USA,Sydney,58516.0,mobile,Bronze,Clothing,Medium,2024-10-30,10.0,10508.89,2024-10-30,32.0
835,User 835,Unknown,1985.0,2023-05-21,user835@example.com,13968024.0,UK,Los Angeles,0.0,Mobile App,Silver,Sports,,2024-12-01,9.0,6678.099999999999,2024-12-01,40.0
836,User_836,Female,1975.0,2022-11-28,user836@example.com,14083594.0,Other,Los Angeles,,mobile,Platinum,,High,2024-12-23,14.0,11628.34,2024-12-23,50.0
837,用户837,Female,1974.0,2021-04-09,user837@example.com,17251086.0,UK,London,,web,Platinum,Home,Low,2024-11-23,8.0,4686.9,2024-11-23,51.0
838,User-838,Unknown,1999.0,2021-10-14,user838@example.com,17562700.0,USA,London,33199.0,Mobile App,Platinum,Home,high,2024-11-14,12.0,8587.17,2024-11-14,26.0
839,用户839,Unknown,1992.0,2023-06-24,user839@example.com,13446520.0,Australia,London,0.0,Web,Bronze,Home,medium,2024-11-22,10.0,7536.360000000001,2024-11-22,33.0
840,User-840,Unknown,1990.0,2021-10-07,user840@example.com,17499676.0,Other,London,,Referral,Bronze,Home,Low,2024-12-30,8.0,4138.93,2024-12-30,35.0
841,User 841,Unknown,1987.0,2022-01-27,user841@example.com,19055757.0,Australia,New York City,0.0,,Silver,Sports,medium,2024-08-15,12.0,6306.48,2024-08-15,38.0
842,User_842,Male,,2021-05-13,user842@example.com,19378081.0,Canada,LA,99037.0,mobile,Bronze,Sports,Medium,2024-10-07,7.0,7318.38,2024-10-07,
843,User 843,Female,1979.0,2020-07-24,user843@example.com,14148178.0,Canada,LA,,Mobile App,Platinum,Electronics,Low,2024-05-26,5.0,3623.57,2024-05-26,46.0
844,User-844,Unknown,1988.0,2021-02-15,user844@example.com,14174453.0,Other,New York,0.0,mobile,Platinum,Electronics,High,2024-08-14,10.0,7636.43,2024-08-14,37.0
845,User_845,Unknown,1977.0,2020-05-16,user845@example.com,16626628.0,USA,Sydney,,Web,Bronze,,,2024-11-20,13.0,8171.059999999999,2024-11-20,48.0
846,User-846,Unknown,2002.0,2020-07-13,user846@example.com,17801018.0,Canada,London,90201.0,Social Media,Bronze,Books,Medium,2025-12-31,12.0,15893.65,2025-12-31,23.0
