customer_id,customer_name,gender,birth_year,registration_date,email,phone,country,city,zip_code,registration_channel,loyalty_tier,preferred_category,avg_order_value_segment,last_login_date,total_orders,total_spent,last_order_date
900,用户900,F,1994.0,2022-07-06,user900@example.com,14813505,美国,London,,,VIP,Home,,2024-09-24,13.0,8154.89,2024-09-24
901,USER-901,Male,1970.0,2023-07-07,user901@example.com,13637982,GB,New York City,49104,Referral,,Books,low,2024-11-17,11.0,4627.710882418501,2024-11-17
902,用户902,Female,1984.0,2021-09-07,user902@example.com,,USA,LA,00000,Mobile App,VIP,,Low,2024-12-23,4.0,1989.28,2024-12-23
903,user 903,未知,1991.0,2022-07-31,user903@example.com,,United States,LON,N/A,mobile,Platinum,Clothing,low,2024-11-27,13.0,7957.99,2024-11-27
904,用户904,Male,1983.0,2023-02-09,user904@example.com,17335529,GB,纽约,,Mobile App,Gold,Books,medium,2024-12-25,6.0,6711.55,2024-12-25
905,User_905,male,1984.0,2021-06-15,user905@example.com,15952141,USA,New York,,,VIP,Books,Low,2024-09-20,11.0,7948.3,2024-09-20
906,User_906,Male,1972.0,2020-03-30,user906@example.com,14554255,,London,15213,Social Media,,,medium,2024-08-10,9.0,4890.66,2024-08-10
907,User_907,M,1982.0,2022-05-25,user907@example.com,17379135,United States,LA,,mobile,silver,Clothing,Medium,2024-10-12,4.0,1148.07,2024-10-12
908,用户908,Female,1991.0,2022-11-18,user908@example.com,19598175,美国,Los Angeles,N/A,Social Media,VIP,Home,,2024-06-24,9.0,9307.72,2024-06-24
909,USER-909,male,1999.0,2021-09-19,user909@example.com,19393387,USA,纽约,N/A,web,silver,,High,2024-09-21,5.0,2482.4,2024-09-21
910,user 910,,1985.0,2022-12-04,user910@example.com,18181975,United States,New York City,N/A,,,Home,high,2025-12-31,15.0,8451.8,2025-12-31
911,用户911,Male,1996.0,2020-03-28,user911@example.com,14808382,GB,SYD,00000,Social Media,Gold,Sports,,2024-07-10,14.0,15332.02,2024-07-10
912,用户912,male,1978.0,2023-06-11,user912@example.com,14783259,United States,LON,,Web,Silver,Home,Medium,2024-11-30,7.0,8254.66,2024-11-30
913,USER-913,Female,2000.0,2023-05-15,user913@example.com,19308431,GB,LON,37230,,Platinum,,Medium,2024-12-18,7.0,4998.41,2024-12-18
914,User_914,Female,1999.0,2020-12-31,user914@example.com,,USA,LON,00000,Mobile App,bronze,,Medium,2024-12-21,11.0,5632.68,2024-12-21
915,USER-915,,1981.0,2023-10-05,user915@example.com,13637953,Australia,Los Angeles,97954,mobile,Platinum,,,2024-05-23,5.0,5884.88,2024-05-23
916,用户916,female,1980.0,2022-12-30,user916@example.com,13977065,GB,NY,45179,Social Media,Silver,Clothing,low,2024-06-23,6.0,4597.73,2024-06-23
917,USER-917,female,2003.0,2023-10-13,user917@example.com,15755145,AU,New York,,,Silver,,low,2024-12-20,14.0,11464.89,2024-12-20
918,USER-918,,1979.0,2023-01-12,user918@example.com,18637628,UK,SYD,N/A,Referral,Gold,Home,medium,2024-12-13,9.0,5191.03,2024-12-13
919,USER-919,female,1977.0,2020-02-25,user919@example.com,15955331,GB,NY,00000,Referral,Bronze,Home,medium,2024-12-18,15.0,10833.32,2024-12-18
920,用户920,M,1980.0,2022-06-22,user920@example.com,14091191,CANADA,Sydney,00000,Mobile App,Silver,Clothing,Medium,2024-10-28,9.0,7895.75,2024-10-28
921,user 921,M,1999.0,2020-02-08,user921@example.com,18671649,AU,New York City,N/A,Mobile App,Platinum,Books,,2024-10-31,13.0,8144.76,2024-10-31
922,用户922,,1982.0,2023-01-14,user922@example.com,13353148,,纽约,N/A,Referral,bronze,Home,Medium,2024-12-09,10.0,11160.32,2024-12-09
923,用户923,M,2000.0,2020-06-14,user923@example.com,16377079,UK,New York,,Web,,Home,high,2024-10-12,4.0,832.6700000000001,2024-10-12
924,USER-924,female,1850.0,2020-01-11,user924@example.com,16758542,,LA,13373,Social Media,,Books,High,2025-12-31,11.0,6115.03,2025-12-31
925,User_925,,2001.0,2023-12-18,user925@example.com,14892289,US,纽约,00000,Social Media,VIP,,medium,2024-11-25,10.0,11690.79,2024-11-25
926,用户926,,1993.0,2023-02-09,user926@example.com,16547059,USA,NY,89675,mobile,silver,Home,medium,2024-11-25,9.0,8950.47,2024-11-25
927,用户927,Female,1992.0,2023-06-24,user927@example.com,14444136,United States,New York City,N/A,web,Platinum,Sports,Low,2024-11-28,12.0,8617.97,2024-11-28
928,user 928,M,2000.0,2020-01-01,user928@example.com,17895920,US,LA,N/A,,VIP,,Medium,2024-11-27,8.0,10691.09,2024-11-27
929,User_929,M,1978.0,2021-06-13,user929@example.com,13881687,United States,NY,,Referral,,Books,,2024-06-11,5.0,4638.92,2024-06-11
930,USER-930,Male,1981.0,2023-07-18,,16983153,Australia,LON,N/A,web,silver,,Low,2024-04-16,7.0,4982.49,2024-04-16
931,User_931,male,1982.0,2020-02-09,user931@example.com,13313440,AU,LON,00000,,Silver,,low,2024-12-05,7.0,4377.4,2024-12-05
932,User_932,male,1995.0,2020-07-19,user932@example.com,13811844,United States,SYD,N/A,Referral,,Electronics,low,2024-10-10,15.0,11258.81,2024-10-10
933,USER-933,F,1850.0,2023-12-22,user933@example.com,,美国,SYD,N/A,web,VIP,,high,2024-09-18,10.0,7329.361262938536,2024-09-18
934,user 934,male,1976.0,2022-11-07,user934@example.com,15265143,美国,Los Angeles,00000,Web,Bronze,Sports,medium,2024-12-11,10.0,3234.56,2024-12-11
935,USER-935,Female,1973.0,2020-07-05,user935@example.com,,美国,纽约,00000,Social Media,Gold,Books,High,2024-11-04,9.0,8114.860000000001,2024-11-04
936,用户936,,1982.0,2022-09-05,user936@example.com,15286509,USA,LON,00000,Referral,Bronze,Books,low,2024-11-05,12.0,10119.74,2024-11-05
937,User_937,Female,1995.0,2020-11-05,user937@example.com,15692630,United States,纽约,98059,Referral,silver,,High,2024-12-22,7.0,5606.37,2024-12-22
938,User_938,,1977.0,2021-04-30,user938@example.com,19714258,GB,New York,13262,Referral,,Books,,2024-07-30,10.0,7443.039999999999,2024-07-30
939,User_939,M,1997.0,2023-12-06,user939@example.com,13526570,UK,LON,60818,Social Media,silver,Electronics,Medium,2024-09-29,9.0,3710.1299999999997,2024-09-29
940,用户940,male,,2022-01-07,user940@example.com,15367901,USA,New York,00000,,bronze,Home,medium,2024-12-09,12.0,9142.83,2024-12-09
941,user 941,male,2001.0,2020-09-03,user941@example.com,17217855,CANADA,NY,00000,Web,VIP,Clothing,High,2024-12-23,6.0,3143.33,2024-12-23
942,USER-942,Male,1975.0,2021-11-29,user942@example.com,15055482,USA,LON,82779,mobile,Gold,Books,Low,2024-12-15,9.0,6210.54,2024-12-15
943,user 943,Female,2000.0,2020-11-03,user943@example.com,16486374,US,London,29800,Web,VIP,Books,low,2024-10-03,8.0,6843.72,2024-10-03
944,用户944,Male,2000.0,2021-01-17,user944@example.com,18954558,,New York City,N/A,mobile,silver,Sports,high,2024-10-26,5.0,3061.38,2024-10-26
945,user 945,female,1973.0,2020-10-02,user945@example.com,18243985,United States,纽约,28931,mobile,Silver,,low,2024-12-04,13.0,269158.61,2024-12-04
946,用户946,M,1982.0,2021-04-25,user946@example.com,16363979,AU,Sydney,N/A,,Gold,Home,low,2024-10-01,10.0,7001.59,2024-10-01
947,user 947,未知,1984.0,2023-09-13,user947@example.com,15724129,United States,New York,00000,mobile,Bronze,Clothing,Medium,2024-12-02,9.0,122901.62000000001,2024-12-02
948,用户948,female,1992.0,2020-11-23,user948@example.com,,GB,纽约,,web,bronze,Sports,low,2025-12-31,9.0,10032.060000000001,2025-12-31
949,user 949,F,1982.0,2023-07-19,user949@example.com,15289347,,LA,,,VIP,,Low,2024-07-03,7.0,6452.51,2024-07-03
950,User_950,F,1971.0,2020-01-01,user950@example.com,18104357,Australia,New York City,49519,Mobile App,VIP,Electronics,Low,2024-12-27,8.0,6446.18,2024-12-27
951,User_951,未知,1998.0,2023-09-23,user951@example.com,15372117,Australia,New York City,,,Platinum,Clothing,,2024-12-02,9.0,3282.95,2024-12-02
952,User_952,male,1999.0,2022-04-28,user952@example.com,19602647,Australia,LA,00000,mobile,Gold,Home,Medium,2024-05-06,7.0,6055.5199999999995,2024-05-06
953,用户953,male,1984.0,2023-10-19,user953@example.com,15003761,美国,Los Angeles,88388,Referral,bronze,Books,medium,2024-10-10,8.0,4803.49,2024-10-10
33,  USER-954  ,M,1992.0,2021-02-20,user954@example.com,16838069,美国,SYD,77384,Web,,Clothing,Medium,2024-09-16,10.0,8106.89,2024-09-16
955,user 955,female,1978.0,2022-12-03,user955@example.com,19934072,UK,London,00000,Mobile App,silver,Electronics,Medium,2024-12-12,11.0,8257.39,2024-12-12
956,user 956,male,1980.0,2023-07-12,user956@example.com,13974791,,LA,46639,mobile,Silver,Sports,High,2024-12-14,10.0,5587.21,2024-12-14
957,User_957,,1984.0,2023-06-14,user957@example.com,14392504,Australia,SYD,,Mobile App,Silver,,High,2024-10-25,9.0,3708.54,2024-10-25
958,用户958,M,1977.0,2023-04-28,user958@example.com,13712690,UK,SYD,00000,mobile,VIP,Home,Medium,2024-12-23,12.0,5393.76,2024-12-23
959,用户959,F,1970.0,2022-12-01,user959@example.com,14064303,UK,London,26061,mobile,Silver,Home,,2024-12-21,9.0,7996.85,2024-12-21
960,USER-960,未知,1980.0,2022-05-12,user960@example.com,19148850,CANADA,NY,32800,Web,VIP,Clothing,medium,2024-10-03,8.0,5303.69,2024-10-03
961,用户961,,2002.0,2021-02-27,user961@example.com,17159924,AU,Sydney,,Web,Silver,Sports,,2024-12-02,9.0,5953.53,2024-12-02
962,用户962,female,1975.0,2021-05-07,user962@example.com,16419100,UK,New York,N/A,mobile,VIP,Books,medium,2024-11-11,12.0,6048.34,2024-11-11
963,User_963,未知,1977.0,2023-06-10,user963@example.com,,美国,SYD,00000,Web,silver,Electronics,High,2024-12-13,13.0,10349.28,2024-12-13
964,USER-964,M,1980.0,2022-12-22,user964@example.com,14488282,CANADA,纽约,N/A,Referral,Bronze,Home,low,2025-12-31,9.0,8116.900000000001,2025-12-31
965,USER-965,F,1997.0,2023-02-16,user965@example.com,15722051,United States,LON,88116,Social Media,silver,Sports,medium,2024-10-07,11.0,11849.03,2024-10-07
966,User_966,Female,1973.0,2023-08-15,user966@example.com,15177320,UK,LA,,mobile,Gold,Books,Medium,2024-06-30,8.0,5061.5,2024-06-30
967,user 967,F,1982.0,2023-08-04,user967@example.com,16078737,CANADA,New York,45944,Mobile App,bronze,Sports,high,2024-09-15,8.0,5025.27,2024-09-15
968,User_968,Female,1988.0,2022-03-06,user968@example.com,14856869,AU,London,N/A,Mobile App,silver,Sports,High,2024-12-23,7.0,8349.51,2024-12-23
969,User_969,M,1987.0,2022-08-25,user969@example.com,19087603,CANADA,纽约,,,Bronze,Clothing,medium,2024-11-29,12.0,2718.18,2024-11-29
970,user 970,female,,2022-07-11,user970@example.com,16695005,美国,纽约,,mobile,Platinum,Clothing,Low,2024-11-24,14.0,9437.0,2024-11-24
971,user 971,,1985.0,2023-08-03,user971@example.com,14838755,UK,New York City,,mobile,,,High,2024-09-11,6.0,1827.13,2024-09-11
972,user 972,F,1983.0,2022-03-12,user972@example.com,18368678,CANADA,Sydney,N/A,Web,Gold,Home,,2024-12-03,9.0,7308.48,2024-12-03
973,用户973,Female,1993.0,2023-07-29,user973@example.com,18092096,Australia,LA,54041,,Platinum,,High,2024-12-13,5.0,4088.36,2024-12-13
974,User_974,,1988.0,2023-07-30,user974@example.com,14516314,GB,SYD,,Referral,,Electronics,Medium,2024-11-12,6.0,3035.97,2024-11-12
975,USER-975,,1984.0,2020-12-16,,14627305,US,Los Angeles,N/A,mobile,Bronze,,medium,2024-10-24,9.0,4635.86,2024-10-24
976,  USER-976  ,female,1989.0,2020-03-27,user976@example.com,14398299,Australia,Los Angeles,N/A,Mobile App,,Clothing,,2024-10-05,8.0,6381.04,2024-10-05
977,USER-977,Male,2030.0,2023-06-23,user977@example.com,16671128,AU,NY,36177,web,Silver,Sports,low,2024-07-03,7.0,5782.49,2024-07-03
978,User_978,male,1999.0,2021-09-19,user978@example.com,16776552,GB,NY,N/A,Web,Silver,Books,medium,2024-09-13,7.0,3368.96,2024-09-13
979,USER-979,,1990.0,2022-06-02,user979@example.com,17453044,United States,NY,N/A,Social Media,Gold,,low,2024-10-25,9.0,13207.81,2024-10-25
980,User_980,female,1984.0,2022-08-05,user980@example.com,15493925,CANADA,LON,35901,web,bronze,Electronics,medium,2024-03-01,-1.0,-1000.0,2024-03-01
981,User_981,Male,1994.0,2022-05-24,user981@example.com,13693672,USA,LA,,Social Media,Bronze,Sports,medium,2024-11-28,16.0,11434.19,2024-11-28
982,user 982,,1992.0,2020-03-31,user982@example.com,,CANADA,NY,00000,web,silver,Sports,Medium,2024-09-12,6.0,3416.88,2024-09-12
983,用户983,male,1990.0,2023-06-19,user983@example.com,19629383,USA,SYD,20377,web,Silver,Home,High,2024-11-15,6.0,4890.45,2024-11-15
984,user 984,Female,1994.0,2021-05-17,user984@example.com,14792008,AU,LA,,mobile,,Books,Low,2024-10-16,-1.0,-1000.0,2024-10-16
985,用户985,,1974.0,2023-06-14,user985@example.com,,USA,LA,44484,Referral,Silver,Sports,Low,2024-10-02,6.0,4281.62,2024-10-02
986,user 986,未知,1998.0,2022-01-21,user986@example.com,14961584,,LA,00000,Referral,Platinum,Home,high,2024-10-25,7.0,6589.19,2024-10-25
987,用户987,Female,1999.0,2021-12-17,user987@example.com,14075939,AU,London,N/A,Referral,bronze,,high,2024-11-18,7.0,4741.09,2024-11-18
988,User_988,male,1977.0,2022-01-01,user988@example.com,17448036,Australia,New York,79497,Social Media,,Clothing,High,2024-11-20,14.0,8201.79,2024-11-20
989,User_989,male,1999.0,2021-04-01,user989@example.com,,美国,NY,,Mobile App,Platinum,,High,2024-12-10,6.0,3536.55,2024-12-10
990,用户990,Male,2000.0,2021-11-04,user990@example.com,19977100,美国,NY,N/A,Web,Platinum,,,2024-12-30,11.0,-2550.79,2024-12-30
991,用户991,female,1994.0,2020-10-04,user991@example.com,18871896,USA,New York City,00000,web,Platinum,Sports,high,2024-11-14,9.0,6538.700000000001,2024-11-14
992,USER-992,M,1970.0,2023-12-20,user992@example.com,14907837,UK,New York,,,,Books,High,2024-12-10,10.0,6353.36,2024-12-10
993,用户993,Male,1984.0,2021-11-08,user993@example.com,15085117,USA,LON,00000,mobile,Platinum,Electronics,high,2024-11-22,10.0,12942.689999999999,2024-11-22
994,USER-994,F,1985.0,2021-06-12,user994@example.com,13077845,UK,Los Angeles,N/A,Social Media,bronze,Electronics,,2024-12-03,13.0,9903.07,2024-12-03
995,User_995,,1982.0,2022-04-28,user995@example.com,19561165,GB,LON,76125,Web,Platinum,Electronics,,2024-08-07,6.0,5789.01,2024-08-07
996,用户996,未知,1975.0,2023-06-16,user996@example.com,14627509,United States,LON,59223,mobile,Platinum,Clothing,high,2025-12-31,11.0,5081.12,2025-12-31
997,USER-997,M,1984.0,2020-09-25,user997@example.com,18088962,GB,纽约,85504,Referral,,Clothing,High,2024-12-20,8.0,7961.53,2024-12-20
998,用户998,,2000.0,2021-11-05,user998@example.com,15442015,US,纽约,N/A,web,Gold,Clothing,medium,2025-12-31,15.0,14176.96,2025-12-31
999,user 999,Male,1975.0,2022-09-08,user999@example.com,,CANADA,LA,75942,Mobile App,Silver,,Medium,2024-12-26,8.0,5352.5,2024-12-26
1000,User_1000,Female,1994.0,2020-01-26,,,AU,Sydney,34366,Web,VIP,Sports,high,2024-06-16,8.0,5145.45,2024-06-16
1001,USER-1001,female,1974.0,2021-12-10,user1001@example.com,18315485,CANADA,LON,,Mobile App,VIP,Sports,High,2024-08-29,10.0,5397.46,2024-08-29
1002,user 1002,未知,1987.0,2023-06-26,user1002@example.com,16877928,CANADA,New York,,,bronze,Clothing,Low,2024-12-11,5.0,4567.89,2024-12-11
1003,USER-1003,未知,1983.0,2020-01-19,user1003@example.com,13128566,美国,London,,Referral,VIP,,low,2024-10-18,7.0,3622.5699999999997,2024-10-18
1004,user 1004,未知,2004.0,2020-05-01,user1004@example.com,16363466,美国,纽约,00000,web,Platinum,,high,2024-03-07,4.0,2068.27,2024-03-07
1005,USER-1005,未知,1993.0,2020-05-24,user1005@example.com,16167524,美国,London,00000,Referral,Silver,Sports,high,2024-12-29,5.0,2632.9900000000002,2024-12-29
1006,user 1006,未知,1970.0,2023-04-02,user1006@example.com,16545895,CANADA,Sydney,00000,mobile,,Sports,low,2024-09-18,8.0,3511.69,2024-09-18
1007,user 1007,male,1983.0,2022-03-18,user1007@example.com,17624907,UK,SYD,00000,Mobile App,,Home,low,2024-09-09,12.0,278878.41,2024-09-09
1008,User_1008,Male,1985.0,2020-01-01,user1008@example.com,14895524,US,New York,15313,,Bronze,Home,,2025-12-31,13.0,8023.45,2025-12-31
1009,User_1009,female,2000.0,2020-06-19,user1009@example.com,14355887,CANADA,SYD,N/A,web,VIP,Books,High,2024-12-27,9.0,10356.67,2024-12-27
1010,User_1010,male,1978.0,2021-08-05,user1010@example.com,17861961,Australia,SYD,,Mobile App,VIP,,High,2024-10-28,10.0,7270.605,2024-10-28
1011,User_1011,male,1985.0,2022-05-31,user1011@example.com,17579849,USA,New York City,,Referral,,Books,Medium,2024-12-04,7.0,6313.6,2024-12-04
1012,user 1012,,1998.0,2020-06-19,user1012@example.com,17227715,GB,New York,,mobile,silver,Home,Low,2024-07-20,8.0,4848.81,2024-07-20
1013,User_1013,未知,1992.0,2021-03-28,user1013@example.com,,美国,LA,N/A,mobile,Silver,Home,medium,2024-12-22,10.0,8524.7,2024-12-22
1014,USER-1014,male,1975.0,2021-09-11,user1014@example.com,19333541,美国,Sydney,N/A,web,Bronze,Books,High,2024-12-24,14.0,12708.42,2024-12-24
1015,USER-1015,,1998.0,2022-07-07,user1015@example.com,,USA,Los Angeles,,mobile,Silver,Home,medium,2024-11-26,13.0,10574.55,2024-11-26
1016,用户1016,Male,2030.0,2023-03-15,,15876737,UK,London,60599,mobile,bronze,,low,2024-09-06,8.0,9462.28,2024-09-06
1017,user 1017,未知,2001.0,2023-05-10,user1017@example.com,17562764,CANADA,Los Angeles,00000,Referral,bronze,Home,Low,2024-10-16,13.0,10036.77,2024-10-16
1018,User_1018,F,1975.0,2021-03-22,user1018@example.com,19237519,USA,New York City,13722,Mobile App,Silver,Clothing,High,2024-08-04,5.0,2835.42,2024-08-04
1019,User_1019,Female,1986.0,2022-04-28,user1019@example.com,13956054,CANADA,SYD,43576,Mobile App,VIP,,,2024-09-06,15.0,12459.0,2024-09-06
1020,User_1020,male,1988.0,2021-03-29,user1020@example.com,17151725,United States,NY,50469,Web,,,Medium,2024-09-04,12.0,11067.92,2024-09-04
1021,user 1021,female,1970.0,2022-02-17,user1021@example.com,14493806,GB,SYD,00000,Referral,bronze,,high,2024-11-08,10.0,5383.19,2024-11-08
1022,user 1022,Female,1972.0,2020-03-16,user1022@example.com,16928483,,New York City,00000,mobile,Silver,,,2024-12-18,9.0,8132.41,2024-12-18
1023,USER-1023,male,1978.0,2023-04-13,user1023@example.com,13821124,AU,London,N/A,Mobile App,,Home,,2024-08-20,9.0,8925.81,2024-08-20
1024,user 1024,M,,2023-07-03,user1024@example.com,13463931,US,New York,56806,Referral,silver,,Low,2024-04-25,9.0,7390.680642036465,2024-04-25
1025,User_1025,,1999.0,2023-06-14,user1025@example.com,15803971,CANADA,SYD,N/A,mobile,Silver,Sports,High,2024-11-11,10.0,9098.27,2024-11-11
1026,用户1026,F,1994.0,2022-10-13,user1026@example.com,18851717,CANADA,Sydney,00000,Mobile App,Gold,Electronics,high,2024-12-30,10.0,8145.0,2024-12-30
1027,用户1027,未知,1999.0,2022-11-14,user1027@example.com,16747782,GB,New York City,00000,mobile,,Books,Low,2024-11-04,13.0,7773.38,2024-11-04
1028,User_1028,male,2004.0,2020-04-08,user1028@example.com,14158905,UK,New York City,00000,web,Gold,Clothing,Low,2024-12-19,8.0,7210.549999999999,2024-12-19
1029,USER-1029,,1980.0,2023-05-22,,18967548,美国,纽约,,web,VIP,Books,low,2024-12-20,17.0,188824.44999999998,2024-12-20
1030,USER-1030,Female,1976.0,2022-06-12,user1030@example.com,18024792,GB,SYD,N/A,Mobile App,Platinum,Sports,low,2024-12-18,7.0,5465.51,2024-12-18
1031,USER-1031,M,,2022-10-15,user1031@example.com,15577197,,SYD,,web,Silver,Sports,Medium,2024-08-18,5.0,4218.06,2024-08-18
1032,用户1032,male,1987.0,2020-07-05,user1032@example.com,17822012,US,New York,,Social Media,,Clothing,Medium,2024-08-26,1.0,349.79999999999995,2024-08-26
1033,USER-1033,,1985.0,2021-03-06,user1033@example.com,15615586,AU,LA,00000,Mobile App,silver,,medium,2024-12-06,14.0,11023.51,2024-12-06
1034,用户1034,female,1981.0,2021-10-03,user1034@example.com,16326877,USA,LA,14922,Referral,Gold,Sports,High,2024-12-14,8.0,6594.94,2024-12-14
1035,用户1035,M,1996.0,2020-03-12,user1035@example.com,15825686,美国,Los Angeles,00000,Social Media,Bronze,Books,Medium,2024-10-04,13.0,9954.17,2024-10-04
1036,USER-1036,male,1981.0,2020-05-20,user1036@example.com,,GB,LA,00000,,Platinum,Sports,medium,2024-06-21,10.0,4981.29,2024-06-21
1037,用户1037,M,1986.0,2021-01-10,user1037@example.com,13621464,UK,New York,N/A,Social Media,Platinum,Clothing,High,2024-11-15,11.0,10779.9,2024-11-15
1038,用户1038,,1990.0,2020-03-30,,18196956,UK,Sydney,00000,web,VIP,Home,Low,2024-10-10,6.0,6065.74,2024-10-10
1039,user 1039,M,1997.0,2022-08-27,user1039@example.com,19297543,CANADA,New York,76630,Web,silver,Sports,low,2024-11-23,9.0,4731.48,2024-11-23
1040,用户1040,未知,1998.0,2020-08-15,user1040@example.com,14944982,United States,LA,91326,mobile,bronze,Home,medium,2024-03-26,8.0,6880.48,2024-03-26
1041,User_1041,male,1988.0,2021-04-05,user1041@example.com,,United States,New York City,31097,web,Gold,,Medium,2024-12-08,12.0,10727.97,2024-12-08
1042,用户1042,F,1990.0,2020-01-27,user1042@example.com,13637308,UK,Sydney,33862,web,,,,2024-12-24,16.0,13401.619999999999,2024-12-24
1043,USER-1043,,1998.0,2022-04-10,user1043@example.com,19595933,美国,纽约,13969,mobile,Bronze,Electronics,high,2024-11-01,10.0,7538.88,2024-11-01
1044,user 1044,female,1991.0,2023-03-15,user1044@example.com,15239975,Australia,LA,N/A,Referral,,Electronics,medium,2024-12-26,18.0,6886.14,2024-12-26
1045,User_1045,Female,1999.0,2021-04-15,user1045@example.com,13442810,美国,纽约,,Web,silver,,Low,2024-08-07,6.0,4036.3199999999997,2024-08-07
1046,User_1046,female,1998.0,2023-10-22,user1046@example.com,18331691,AU,Los Angeles,N/A,web,silver,Sports,low,2024-09-14,11.0,5796.36,2024-09-14
1047,用户1047,F,1978.0,2023-09-20,user1047@example.com,18497382,US,Los Angeles,,Web,VIP,Sports,high,2024-10-27,16.0,11922.210000000001,2024-10-27
1048,user 1048,未知,1989.0,2021-01-22,user1048@example.com,13082311,美国,SYD,N/A,,Platinum,Sports,,2024-09-13,6.0,4385.16,2024-09-13
1049,User_1049,M,1987.0,2020-10-04,user1049@example.com,18167781,,New York,00000,,Gold,Home,Medium,2024-12-28,15.0,10398.31,2024-12-28
1050,user 1050,未知,1973.0,2021-10-10,user1050@example.com,15996929,GB,LON,N/A,,Platinum,Electronics,medium,2024-08-29,6.0,4110.35,2024-08-29
1051,User_1051,Male,2000.0,2020-05-14,user1051@example.com,,,LON,,mobile,Gold,Electronics,Low,2024-12-04,14.0,9772.185,2024-12-04
1052,用户1052,F,1988.0,2021-02-18,user1052@example.com,17896308,USA,Los Angeles,56418,Web,bronze,Clothing,High,2024-11-11,20.0,13906.98,2024-11-11
1053,User_1053,Female,2000.0,2020-07-05,user1053@example.com,14801287,GB,New York City,11161,Web,Silver,,Medium,2024-12-25,10.0,4973.38,2024-12-25
1054,用户1054,Male,1971.0,2020-05-23,user1054@example.com,14933363,US,New York City,00000,Web,,,low,2024-10-05,4.0,-147.75,2024-10-05
1055,User_1055,Male,2000.0,2022-06-25,,14063176,,Los Angeles,,Mobile App,bronze,Electronics,high,2024-10-30,8.0,6194.0,2024-10-30
1056,User_1056,Male,1990.0,2023-12-04,user1056@example.com,13034398,AU,London,,,Platinum,,,2024-11-12,11.0,7187.794426158951,2024-11-12
1057,USER-1057,,1981.0,2023-10-03,user1057@example.com,19068392,CANADA,Sydney,00000,Social Media,silver,Books,Medium,2024-12-20,12.0,5567.78,2024-12-20
1058,用户1058,male,1970.0,2021-09-09,user1058@example.com,18586300,Australia,London,N/A,Referral,Silver,Sports,High,2024-11-25,14.0,4830.3,2024-11-25
1059,USER-1059,male,1971.0,2023-08-12,user1059@example.com,19177553,Australia,New York City,N/A,web,Gold,Sports,Medium,2024-12-04,13.0,8928.69,2024-12-04
1060,User_1060,未知,1980.0,2020-01-12,user1060@example.com,17928362,Australia,NY,59346,Social Media,Gold,,Medium,2024-11-08,8.0,5647.74,2024-11-08
1061,用户1061,F,1996.0,2021-10-17,user1061@example.com,14814009,Australia,London,00000,web,silver,,low,2024-07-01,6.0,120079.03,2024-07-01
1062,user 1062,male,1999.0,2023-01-24,user1062@example.com,18958845,USA,Sydney,74892,Referral,Gold,Electronics,high,2024-11-07,8.0,6663.29,2024-11-07
1063,user 1063,Female,1979.0,2022-03-18,user1063@example.com,17431297,USA,New York,43783,Social Media,Silver,Clothing,Medium,2024-12-20,12.0,8296.27,2024-12-20
1064,USER-1064,Female,1985.0,2020-07-03,user1064@example.com,15368701,UK,New York,N/A,Social Media,,Home,Medium,2024-12-12,13.0,82438.93999999999,2024-12-12
1065,User_1065,Male,1996.0,2023-09-07,user1065@example.com,18526593,GB,LA,N/A,Web,bronze,,low,2024-12-14,7.0,2613.67,2024-12-14
1066,用户1066,F,1978.0,2020-07-19,user1066@example.com,18872881,USA,London,79345,Referral,Silver,Books,High,2024-11-04,5.0,3724.45,2024-11-04
1067,USER-1067,Female,1989.0,2020-01-01,user1067@example.com,13385155,美国,SYD,,Web,silver,Home,medium,2024-10-26,8.0,5389.67,2024-10-26
1068,User_1068,Male,1993.0,2023-05-02,user1068@example.com,16856197,Australia,LON,17452,web,Gold,Books,High,2024-11-23,8.0,4822.139999999999,2024-11-23
1069,User_1069,Male,1984.0,2022-05-20,user1069@example.com,18233172,Australia,LON,00000,Referral,bronze,Clothing,Low,2024-09-04,17.0,14636.46,2024-09-04
1070,用户1070,Female,1990.0,2021-11-04,user1070@example.com,19218825,美国,New York,,,Gold,Books,Low,2024-12-29,9.0,5076.32,2024-12-29
1071,用户1071,,1981.0,2020-02-05,user1071@example.com,14497135,US,NY,00000,Mobile App,Gold,,medium,2024-07-30,13.0,8522.28,2024-07-30
1072,USER-1072,Male,1991.0,2021-12-29,user1072@example.com,15055535,Australia,NY,,Referral,Bronze,Home,low,2024-06-10,12.0,474610.32999999996,2024-06-10
1073,user 1073,F,1989.0,2021-10-24,user1073@example.com,18299386,United States,NY,67823,Mobile App,Silver,Sports,Medium,2024-05-30,9.0,9160.9,2024-05-30
1074,user 1074,M,1985.0,2021-10-22,user1074@example.com,19986060,AU,London,70519,web,Bronze,Clothing,Medium,2024-05-28,10.0,6872.29,2024-05-28
1075,USER-1075,Male,1800.0,2021-12-10,user1075@example.com,17613014,AU,Sydney,68255,Social Media,Gold,Home,Medium,2024-09-28,10.0,7711.63,2024-09-28
1076,user 1076,,1986.0,2023-11-25,user1076@example.com,18983364,UK,Sydney,35256,Mobile App,Gold,Sports,Medium,2024-12-24,15.0,14136.95,2024-12-24
